"ID";"SKU";"Title";"Izm";"Price";"Type";\n"1";"13405";"Брусок Лодочка";"шт";"24.70";"Абразивный инструмент>>Бруски шлифовальные"
"122";"6211";"Круг отрезной 115х2,5х22 (Резолит)";"шт";"10.10";"Круги отрезные>>Круги по металлу"
"123";"754";"Круг отрезной 115х3х22 (Луга)";"шт";"15.00";"Круги отрезные>>Круги по металлу"
"124";"12707";"Круг отрезной 115х3х22 (Резолит)";"шт";"10.63";"Круги отрезные>>Круги по металлу"
"125";"3514";"Круг отрезной 125х0,8х22 (Луга)";"шт";"10.24";"Круги отрезные>>Круги по металлу"
"126";"23682";"Круг отрезной 125х1,0х22 (RinG)";"шт";"15.00";"Круги отрезные>>Круги по металлу"
"127";"24519";"Круг отрезной 125х1,0х22 (Луга)";"шт";"10.38";"Круги отрезные>>Круги по металлу"
"128";"23398";"Круг отрезной 125х1,2х22 (RinG)";"шт";"15.00";"Круги отрезные>>Круги по металлу"
"129";"15492";"Круг отрезной 125х1,2х22 (Луга)";"шт";"14.70";"Круги отрезные>>Круги по металлу"
"130";"22418";"Круг отрезной 125х1,2х22 (Ринг)";"шт";"12.50";"Круги отрезные>>Круги по металлу"
"131";"23322";"Круг отрезной 125х1,2х22,2 (ЗУБР)";"шт";"17.00";"Круги отрезные>>Круги по металлу"
"132";"23240";"Круг отрезной 125х1,6х22 (RinG)";"шт";"15.00";"Круги отрезные>>Круги по металлу"
"133";"15520";"Круг отрезной 125х1,6х22 (Луга)";"шт";"12.00";"Круги отрезные>>Круги по металлу"
"134";"13571";"Круг отрезной 125х1,6х22 (Ринг)";"шт";"12.50";"Круги отрезные>>Круги по металлу"
"135";"23450";"Круг отрезной 125х1,6х22,2 ЗУБР";"шт";"23.00";"Круги отрезные>>Круги по металлу"
"136";"23877";"Круг отрезной 125х2,0х22 (RinG)";"шт";"18.00";"Круги отрезные>>Круги по металлу"
"137";"14630";"Круг отрезной 125х2,0х22 (Луга)";"шт";"13.50";"Круги отрезные>>Круги по металлу"
"138";"11863";"Круг отрезной 125х2,5х22 (RinG)";"шт";"19.00";"Круги отрезные>>Круги по металлу"
"139";"5192";"Круг отрезной 125х2,5х22 (Луга)";"шт";"13.64";"Круги отрезные>>Круги по металлу"
"140";"22267";"Круг отрезной 125х2,5х22 80 м/с (Луга)";"шт";"16.00";"Круги отрезные>>Круги по металлу"
"141";"23449";"Круг отрезной 125х2,5х22,2 ЗУБР";"шт";"19.00";"Круги отрезные>>Круги по металлу"
"142";"18851";"Круг отрезной 125х3,0х22 (RinG)";"шт";"16.07";"Круги отрезные>>Круги по металлу"
"143";"10244";"Круг отрезной 125х3х22 (Луга)";"шт";"14.37";"Круги отрезные>>Круги по металлу"
"144";"6242";"Круг отрезной 150х0,6х32 14А 16Т влк";"шт";"22.55";"Круги отрезные>>Круги по металлу"
"145";"3156";"Круг отрезной 150х0,8х32 14А 16Т влк";"шт";"22.55";"Круги отрезные>>Круги по металлу"
"146";"6794";"Круг отрезной 150х1,0х32 14А 16Т влк";"шт";"45.50";"Круги отрезные>>Круги по металлу"
"147";"23399";"Круг отрезной 150х1,6х22 (RinG)";"шт";"22.00";"Круги отрезные>>Круги по металлу"
"148";"19289";"Круг отрезной 150х1,6х22 (Луга)";"шт";"14.65";"Круги отрезные>>Круги по металлу"
"149";"6795";"Круг отрезной 150х1,6х32 14А 16Т влк";"шт";"28.30";"Круги отрезные>>Круги по металлу"
"150";"23973";"Круг отрезной 150х2,0х22 (RinG)";"шт";"22.00";"Круги отрезные>>Круги по металлу"
"151";"15807";"Круг отрезной 150х2,0х22 (Луга)";"шт";"17.50";"Круги отрезные>>Круги по металлу"
"152";"18131";"Круг отрезной 150х2,0х32";"шт";"22.10";"Круги отрезные>>Круги по металлу"
"153";"13751";"Круг отрезной 150х2,0х32 14А 16Т влк";"шт";"18.10";"Круги отрезные>>Круги по металлу"
"154";"9365";"Круг отрезной 150х2,5х22 (Луга)";"шт";"16.70";"Круги отрезные>>Круги по металлу"
"155";"755";"Круг отрезной 150х3х22 (Луга)";"шт";"25.00";"Круги отрезные>>Круги по металлу"
